Station,Date,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,week,RH,Trange
2,2010-08-31,92.0,75.0,83.5,67.0,72.0,0.0,19.0,0.0,29.34,30.0,12.0,20.0,12.2,35,57.62377944524886,17.0
1,2010-09-01,81.0,71.0,76.0,68.0,70.0,0.0,11.0,0.17,29.21,29.91,6.2,23.0,7.3,35,76.27314774778017,10.0
2,2010-09-01,80.0,71.0,75.5,66.0,70.0,0.0,11.0,0.14,29.27,29.9,5.8,22.0,6.9,35,72.37345072022097,9.0
1,2010-09-02,83.0,65.0,74.0,68.0,70.0,0.0,9.0,1.55,29.09,29.81,5.6,21.0,6.9,35,81.5476393293729,18.0
2,2010-09-02,83.0,66.0,74.5,67.0,70.0,0.0,10.0,0.92,29.15,29.8,7.0,21.0,7.9,35,77.47216231506823,17.0
1,2010-09-03,70.0,56.0,63.0,52.0,57.0,2.0,0.0,0.14724466463414634,29.11,29.82,15.3,28.0,15.7,35,67.29421903239448,14.0
2,2010-09-03,72.0,57.0,64.5,51.0,57.0,0.0,0.0,0.0,29.17,29.81,15.7,28.0,16.1,35,61.53103754152585,15.0
1,2010-09-04,68.0,51.0,59.5,44.0,51.0,5.0,0.0,0.14724466463414634,29.25,29.96,11.3,29.0,11.9,35,56.42154130621837,17.0
2,2010-09-04,68.0,52.0,60.0,43.0,51.0,5.0,0.0,0.14724466463414634,29.31,29.95,11.3,30.0,11.9,35,53.34300175842913,16.0
1,2010-09-05,76.0,49.0,62.5,50.0,56.0,2.0,0.0,0.14724466463414634,29.21,29.95,7.9,20.0,9.0,35,63.599539558892396,27.0
2,2010-09-05,77.0,52.0,64.5,48.0,56.0,0.0,0.0,0.14724466463414634,29.28,29.95,7.2,20.0,8.0,35,55.0204408100325,25.0
1,2010-09-06,82.0,66.0,74.0,52.0,61.0,0.0,9.0,0.14724466463414634,29.12,29.83,14.2,20.0,14.9,36,46.1142280448166,16.0
2,2010-09-06,84.0,68.0,76.0,50.0,60.0,0.0,11.0,0.0,29.18,29.83,13.8,20.0,14.3,36,40.05229182481989,16.0
1,2010-09-07,77.0,58.0,67.5,49.0,58.0,0.0,3.0,0.0,29.21,29.9,17.4,25.0,18.8,36,51.46944225761633,19.0
2,2010-09-07,79.0,60.0,69.5,47.0,58.0,0.0,5.0,0.14724466463414634,29.28,29.89,16.2,25.0,17.2,36,44.577436391331965,19.0
1,2010-09-08,71.0,51.0,61.0,48.0,54.0,4.0,0.0,0.0,29.39,30.09,3.9,32.0,6.5,36,62.234789710613825,20.0
2,2010-09-08,71.0,53.0,62.0,47.0,54.0,3.0,0.0,0.0,29.44,30.08,3.7,34.0,7.8,36,57.853595808149635,18.0
1,2010-09-09,67.0,50.0,58.5,49.0,54.0,6.0,0.0,0.0,29.36,30.09,5.7,3.0,6.5,36,70.63315664406913,17.0
2,2010-09-09,68.0,53.0,60.5,49.0,55.0,4.0,0.0,0.0,29.42,30.08,5.2,4.0,6.9,36,65.76640017639664,15.0
1,2010-09-10,72.0,55.0,63.5,51.0,58.0,1.0,0.0,0.0,29.24,29.98,8.3,9.0,9.4,36,63.72373375296883,17.0
2,2010-09-10,72.0,59.0,65.5,50.0,57.0,0.0,1.0,0.0,29.29,29.96,9.9,10.0,11.0,36,57.25753279727338,13.0
1,2010-09-11,75.0,58.0,66.5,55.0,59.0,0.0,2.0,0.24,29.15,29.87,1.9,24.0,9.4,36,66.47384401281147,17.0
2,2010-09-11,75.0,59.0,67.0,54.0,59.0,0.0,2.0,0.16,29.21,29.86,1.6,24.0,8.9,36,62.99339197054547,16.0
1,2010-09-12,83.0,54.0,68.5,51.0,59.0,0.0,4.0,0.0,29.29,30.0,7.5,26.0,7.9,36,53.56818071553322,29.0
2,2010-09-12,83.0,53.0,68.0,50.0,59.0,0.0,3.0,0.0,29.36,29.99,7.9,25.0,8.2,36,52.51165450423614,30.0
1,2010-09-13,82.0,57.0,69.5,50.0,59.0,0.0,5.0,0.0,29.29,30.01,4.9,31.0,6.1,37,49.87685808910926,25.0
2,2010-09-13,82.0,61.0,71.5,53.0,60.0,0.0,7.0,0.0,29.35,29.99,1.0,26.0,4.6,37,52.054147978502264,21.0
1,2010-09-14,77.0,54.0,65.5,49.0,57.0,0.0,1.0,0.0,29.38,30.1,3.8,5.0,4.9,37,55.16234610081789,23.0
2,2010-09-14,77.0,58.0,67.5,48.0,57.0,0.0,3.0,0.0,29.44,30.08,4.6,7.0,5.6,37,49.577918169765866,19.0
1,2010-09-15,75.0,59.0,67.0,54.0,60.0,0.0,2.0,0.14724466463414634,29.25,30.01,7.6,12.0,9.1,37,62.99339197054547,16.0
2,2010-09-15,75.0,61.0,68.0,52.0,59.0,0.0,3.0,0.04,29.31,30.0,7.4,12.0,8.5,37,56.54882032643535,14.0
1,2010-09-16,69.0,53.0,61.0,56.0,59.0,4.0,0.0,0.16,29.19,29.88,6.6,33.0,11.4,37,83.58971799889771,16.0
2,2010-09-16,70.0,57.0,63.5,55.0,59.0,1.0,0.0,0.03,29.24,29.87,7.4,33.0,12.9,37,73.80380286707575,13.0
1,2010-09-17,74.0,49.0,61.5,50.0,56.0,3.0,0.0,0.0,29.36,30.07,3.8,19.0,4.5,37,65.88569265998274,25.0
2,2010-09-17,74.0,51.0,62.5,49.0,56.0,2.0,0.0,0.0,29.42,30.06,3.9,19.0,4.8,37,61.27228404028173,23.0
1,2010-09-18,65.0,58.0,61.5,55.0,58.0,3.0,0.0,0.35,29.42,30.13,3.9,3.0,6.5,37,79.19317173113772,7.0
2,2010-09-18,66.0,60.0,63.0,55.0,58.0,2.0,0.0,0.22,29.49,30.12,2.0,3.0,7.3,37,75.11151657294913,6.0
1,2010-09-19,67.0,55.0,61.0,49.0,55.0,4.0,0.0,0.14724466463414634,29.46,30.18,7.1,4.0,7.9,37,64.60920574472077,12.0
2,2010-09-19,68.0,56.0,62.0,48.0,55.0,3.0,0.0,0.01,29.51,30.17,7.4,4.0,8.4,37,60.070781031255784,12.0
1,2010-09-20,75.0,62.0,68.5,60.0,63.0,0.0,4.0,0.14724466463414634,29.29,30.04,4.5,12.0,6.6,38,74.27927003416633,13.0
2,2010-09-20,77.0,63.0,70.0,60.0,64.0,0.0,5.0,0.14724466463414634,29.35,30.02,5.4,12.0,7.0,38,70.55990715762363,14.0
1,2010-09-21,88.0,68.0,78.0,64.0,68.0,0.0,13.0,0.05,29.16,29.87,10.8,22.0,11.6,38,62.123647934918836,20.0
2,2010-09-21,89.0,67.0,78.0,62.0,67.0,0.0,13.0,0.03,29.23,29.86,9.2,22.0,10.3,38,57.904610033841074,22.0
1,2010-09-22,74.0,63.0,68.5,61.0,63.0,0.0,4.0,0.0,29.31,30.02,2.8,6.0,6.0,38,76.96681194442982,11.0
2,2010-09-22,75.0,64.0,69.5,61.0,63.0,0.0,5.0,0.0,29.38,30.01,1.8,8.0,5.2,38,74.3729116371666,11.0
1,2010-09-23,89.0,65.0,77.0,62.0,68.0,0.0,12.0,0.0,29.15,29.88,16.6,20.0,17.1,38,59.85263617264551,24.0
2,2010-09-23,90.0,66.0,78.0,61.0,68.0,0.0,13.0,0.0,29.21,29.87,14.5,21.0,14.9,38,55.89116901040809,24.0
1,2010-09-24,80.0,56.0,68.0,54.0,59.0,0.0,3.0,0.26,29.18,29.88,15.6,25.0,17.3,38,60.85718486364794,24.0
2,2010-09-24,79.0,57.0,68.0,53.0,59.0,0.0,3.0,0.2,29.24,29.87,14.8,25.0,16.6,38,58.6681533097432,22.0
1,2010-09-25,60.0,52.0,56.0,43.0,49.0,9.0,0.0,0.0,29.4,30.11,6.8,36.0,8.9,38,61.5869532980018,8.0
2,2010-09-25,60.0,52.0,56.0,43.0,49.0,9.0,0.0,0.14724466463414634,29.45,30.1,7.4,36.0,9.5,38,61.5869532980018,8.0
1,2010-09-26,60.0,50.0,55.0,45.0,49.0,10.0,0.0,0.14724466463414634,29.4,30.13,9.5,2.0,10.1,38,68.93446223129908,10.0
2,2010-09-26,60.0,52.0,56.0,44.0,50.0,9.0,0.0,0.05,29.45,30.12,11.2,2.0,11.8,38,63.99019384935577,8.0
1,2010-09-27,65.0,48.0,56.5,45.0,50.0,8.0,0.0,0.0,29.18,29.95,1.4,2.0,4.9,39,65.28359301873815,17.0
2,2010-09-27,63.0,49.0,56.0,46.0,50.0,9.0,0.0,0.01,29.24,29.95,0.6,7.0,2.7,39,69.0466006005962,14.0
1,2010-09-28,71.0,46.0,58.5,45.0,52.0,6.0,0.0,0.0,29.07,29.8,2.5,2.0,3.7,39,60.747936492693356,25.0
2,2010-09-28,70.0,46.0,58.0,44.0,51.0,7.0,0.0,0.0,29.13,29.79,2.1,6.0,3.7,39,59.53513888738432,24.0
1,2010-09-29,75.0,52.0,63.5,48.0,55.0,1.0,0.0,0.0,29.09,29.81,5.4,22.0,5.7,39,56.98112791911403,23.0
2,2010-09-29,76.0,50.0,63.0,45.0,54.0,2.0,0.0,0.0,29.15,29.81,5.1,21.0,5.5,39,51.77772002333556,26.0
1,2010-09-30,74.0,52.0,63.0,49.0,55.0,2.0,0.0,0.0,29.23,29.93,8.3,36.0,9.3,39,60.203259900373716,22.0
2,2010-09-30,75.0,53.0,64.0,49.0,55.0,1.0,0.0,0.0,29.29,29.91,8.3,1.0,10.1,39,58.12736627587315,22.0
1,2010-10-01,73.0,48.0,60.5,44.0,52.0,4.0,0.0,0.08,29.31,30.04,4.2,29.0,6.2,39,54.44725062229963,25.0
2,2010-10-01,74.0,49.0,61.5,43.0,52.0,3.0,0.0,0.02,29.38,30.04,3.9,28.0,5.6,39,50.57645579028369,25.0
1,2010-10-02,57.0,45.0,51.0,41.0,46.0,14.0,0.0,0.26,29.47,30.18,15.2,36.0,15.4,39,68.4803180781121,12.0
2,2010-10-02,55.0,46.0,50.5,42.0,47.0,14.0,0.0,0.25,29.52,30.16,17.5,36.0,17.8,39,72.50868575131864,9.0
1,2010-10-03,56.0,42.0,49.0,39.0,44.0,16.0,0.0,0.08,29.64,30.36,10.3,1.0,11.3,39,68.24984678925915,14.0
2,2010-10-03,57.0,43.0,50.0,38.0,44.0,15.0,0.0,0.01,29.68,30.35,9.7,36.0,11.0,39,63.2282577927222,14.0
1,2010-10-04,60.0,38.0,49.0,39.0,45.0,16.0,0.0,0.0,29.65,30.38,2.4,2.0,3.6,40,68.24984678925915,22.0
2,2010-10-04,59.0,41.0,50.0,39.0,45.0,15.0,0.0,0.0,29.7,30.38,2.0,3.0,4.4,40,65.75242568076895,18.0
1,2010-10-05,68.0,39.0,53.5,38.0,46.0,11.0,0.0,0.0,29.59,30.33,1.3,32.0,3.5,40,55.56497567689893,29.0
2,2010-10-05,66.0,40.0,53.0,37.0,46.0,12.0,0.0,0.0,29.65,30.34,0.7,36.0,2.7,40,54.411066100116514,26.0
1,2010-10-06,78.0,46.0,62.0,44.0,53.0,3.0,0.0,0.0,29.33,30.07,7.0,28.0,7.9,40,51.629312036145016,32.0
2,2010-10-06,78.0,45.0,61.5,43.0,52.0,3.0,0.0,0.0,29.39,30.08,6.7,27.0,7.3,40,50.57645579028369,33.0
1,2010-10-07,76.0,49.0,62.5,39.0,50.0,2.0,0.0,0.0,29.36,30.08,5.8,30.0,6.2,40,41.81823998177197,27.0
2,2010-10-07,76.0,49.0,62.5,40.0,51.0,2.0,0.0,0.0,29.42,30.08,2.9,31.0,4.5,40,43.48005951299274,27.0
1,2010-10-08,79.0,48.0,63.5,40.0,52.0,1.0,0.0,0.0,29.31,30.03,7.0,24.0,7.3,40,41.97766501508413,31.0
2,2010-10-08,79.0,49.0,64.0,37.0,51.0,1.0,0.0,0.0,29.37,30.03,7.0,24.0,7.1,40,36.67790311391222,30.0
1,2010-10-09,86.0,55.0,70.5,52.0,59.0,0.0,6.0,0.0,29.25,29.98,2.5,24.0,3.6,40,51.90876235983624,31.0
2,2010-10-09,87.0,56.0,71.5,49.0,59.0,0.0,7.0,0.0,29.31,29.97,3.9,24.0,4.2,40,44.88680816013019,31.0
1,2010-10-10,84.0,57.0,70.5,50.0,59.0,0.0,6.0,0.0,29.16,29.89,4.0,25.0,4.1,40,48.20286221794018,27.0
2,2010-10-10,84.0,59.0,71.5,50.0,59.0,0.0,7.0,0.0,29.23,29.88,3.7,25.0,3.9,40,46.59170742477657,25.0
1,2010-10-11,82.0,54.0,68.0,52.0,58.0,0.0,3.0,0.0,29.12,29.83,2.2,3.0,4.0,41,56.54882032643535,28.0
2,2010-10-11,81.0,57.0,69.0,53.0,59.0,0.0,4.0,0.0,29.18,29.82,1.5,34.0,4.3,41,56.686850696229826,24.0
1,2010-10-12,76.0,52.0,64.0,54.0,58.0,1.0,0.0,0.0,29.21,29.92,3.3,6.0,3.9,41,69.92407087163488,24.0
2,2010-10-12,76.0,54.0,65.0,54.0,59.0,0.0,0.0,0.0,29.26,29.91,3.1,6.0,5.0,41,67.52304382783947,22.0
1,2010-10-13,66.0,47.0,56.5,46.0,52.0,8.0,0.0,0.1,29.35,30.06,7.2,35.0,8.6,41,67.80814966323658,19.0
2,2010-10-13,63.0,48.0,55.5,48.0,53.0,9.0,0.0,0.26,29.4,30.05,7.3,36.0,8.3,41,75.81546371687585,15.0
1,2010-10-14,66.0,43.0,54.5,32.0,45.0,10.0,0.0,0.0,29.21,29.96,7.2,27.0,9.2,41,42.19818527849673,23.0
2,2010-10-14,66.0,43.0,54.5,32.0,45.0,10.0,0.0,0.0,29.28,29.96,6.5,27.0,8.0,41,42.19818527849673,23.0
1,2010-10-15,63.0,44.0,53.5,41.0,47.0,11.0,0.0,0.0,29.34,30.06,6.4,1.0,8.1,41,62.45608787214285,19.0
2,2010-10-15,62.0,47.0,54.5,41.0,47.0,10.0,0.0,0.0,29.4,30.05,6.6,36.0,9.2,41,60.21433316597149,15.0
1,2010-10-16,71.0,40.0,55.5,39.0,48.0,9.0,0.0,0.0,29.31,30.04,8.0,23.0,9.1,41,53.71810109430375,31.0
2,2010-10-16,71.0,44.0,57.5,39.0,48.0,7.0,0.0,0.0,29.38,30.04,6.4,22.0,7.1,41,49.970401884688265,27.0
1,2010-10-17,65.0,47.0,56.0,36.0,46.0,9.0,0.0,0.0,29.35,30.08,3.7,1.0,5.4,41,46.88251608506424,18.0
2,2010-10-17,64.0,48.0,56.0,38.0,47.0,9.0,0.0,0.0,29.41,30.08,3.6,3.0,5.3,41,50.72740651117046,16.0
1,2010-10-18,61.0,43.0,52.0,40.0,47.0,13.0,0.0,0.0,29.29,30.02,5.0,4.0,6.2,42,63.48458878826907,18.0
2,2010-10-18,60.0,45.0,52.5,41.0,47.0,12.0,0.0,0.0,29.35,30.02,4.1,5.0,5.6,42,64.79162545210752,15.0
1,2010-10-19,60.0,39.0,49.5,35.0,43.0,15.0,0.0,0.0,29.23,29.98,6.1,27.0,7.2,42,57.21808375443311,21.0
2,2010-10-19,61.0,40.0,50.5,35.0,44.0,14.0,0.0,0.0,29.29,29.98,5.3,28.0,6.4,42,55.12884183995293,21.0
1,2010-10-20,70.0,44.0,57.0,35.0,46.0,8.0,0.0,0.14724466463414634,29.03,29.76,10.2,26.0,12.1,42,43.45850998228289,26.0
2,2010-10-20,70.0,46.0,58.0,35.0,46.0,7.0,0.0,0.14724466463414634,29.09,29.77,9.9,26.0,12.2,42,41.9216750537657,24.0
1,2010-10-21,56.0,38.0,47.0,30.0,40.0,18.0,0.0,0.0,29.25,29.96,9.4,30.0,10.0,42,51.39077915023101,18.0
2,2010-10-21,56.0,41.0,48.5,29.0,40.0,16.0,0.0,0.0,29.31,29.96,8.5,30.0,8.8,42,46.63400969074675,15.0
1,2010-10-22,64.0,33.0,48.5,31.0,42.0,16.0,0.0,0.02,29.34,30.07,5.8,21.0,6.5,42,50.58732938328543,31.0
2,2010-10-22,65.0,37.0,51.0,29.0,42.0,14.0,0.0,0.01,29.41,30.08,4.9,21.0,5.1,42,42.48856977893585,28.0
1,2010-10-23,65.0,54.0,59.5,47.0,53.0,5.0,0.0,0.1,29.2,29.94,10.0,21.0,11.4,42,63.22356267923074,11.0
2,2010-10-23,67.0,54.0,60.5,43.0,52.0,4.0,0.0,0.21,29.26,29.95,9.8,20.0,10.3,42,52.40240854988324,13.0
1,2010-10-24,72.0,54.0,63.0,53.0,57.0,2.0,0.0,0.05,28.98,29.74,8.4,21.0,9.6,42,69.81626736440232,18.0
2,2010-10-24,73.0,57.0,65.0,51.0,57.0,0.0,0.0,1.01,29.05,29.74,7.7,20.0,8.5,42,60.46651653500821,16.0
1,2010-10-25,72.0,56.0,64.0,56.0,60.0,1.0,0.0,0.0,28.74,29.5,11.6,19.0,12.4,43,75.20368187494536,16.0
2,2010-10-25,72.0,57.0,64.5,56.0,60.0,0.0,0.0,0.01,28.8,29.5,10.1,19.0,10.7,43,73.89987421619422,15.0
1,2010-10-26,70.0,54.0,62.0,47.0,53.0,3.0,0.0,0.24,28.55,29.25,24.1,21.0,26.3,43,57.853595808149635,16.0
2,2010-10-26,71.0,54.0,62.5,47.0,54.0,2.0,0.0,0.4,28.63,29.23,19.2,21.0,21.4,43,56.842081434627865,17.0
1,2010-10-27,65.0,43.0,54.0,32.0,44.0,11.0,0.0,0.0,28.92,29.59,21.8,24.0,23.2,43,42.975664512842734,22.0
2,2010-10-27,65.0,43.0,54.0,31.0,45.0,11.0,0.0,0.0,29.0,29.6,20.8,25.0,22.1,43,41.273760980263006,22.0
1,2010-10-28,46.0,39.0,42.5,31.0,38.0,22.0,0.0,0.14724466463414634,29.43,30.1,13.7,28.0,14.1,43,63.52037600218476,7.0
2,2010-10-28,46.0,39.0,42.5,30.0,38.0,22.0,0.0,0.0,29.49,30.12,14.9,28.0,15.2,43,60.993571121672716,7.0
1,2010-10-29,50.0,31.0,40.5,27.0,36.0,24.0,0.0,0.0,29.48,30.24,6.2,24.0,8.9,43,58.271479350245095,19.0
2,2010-10-29,50.0,33.0,41.5,26.0,36.0,23.0,0.0,0.0,29.55,30.25,5.3,24.0,7.0,43,53.78839930839382,17.0
1,2010-10-30,63.0,42.0,52.5,32.0,42.0,12.0,0.0,0.0,29.14,29.88,6.5,25.0,13.3,43,45.40595023757723,21.0
2,2010-10-30,63.0,41.0,52.0,32.0,42.0,13.0,0.0,0.0,29.21,29.9,6.1,24.0,13.3,43,46.24991193094,22.0
1,2010-10-31,52.0,36.0,44.0,30.0,38.0,21.0,0.0,0.0,29.49,30.2,5.8,1.0,6.9,43,57.58630607244758,16.0
2,2010-10-31,52.0,39.0,45.5,31.0,40.0,19.0,0.0,0.0,29.55,30.2,9.0,3.0,9.9,43,56.64337842607037,13.0
1,2011-05-01,63.0,47.0,55.0,37.0,47.0,10.0,0.0,0.0,29.26,29.95,11.4,26.0,11.9,17,50.5751675874962,16.0
2,2011-05-01,64.0,52.0,58.0,37.0,48.0,7.0,0.0,0.0,29.32,29.94,11.2,26.0,11.6,17,45.37590925769067,12.0
1,2011-05-02,59.0,42.0,50.5,31.0,42.0,14.0,0.0,0.0,29.46,30.17,5.3,36.0,9.9,18,46.952836333701136,17.0
2,2011-05-02,60.0,43.0,51.5,31.0,42.0,13.0,0.0,0.0,29.52,30.16,4.6,36.0,9.9,18,45.24576820266628,17.0
1,2011-05-03,50.0,37.0,43.5,31.0,38.0,21.0,0.0,0.14724466463414634,29.5,30.23,6.7,3.0,7.6,18,61.12956882269914,13.0
2,2011-05-03,51.0,38.0,44.5,30.0,38.0,20.0,0.0,0.14724466463414634,29.56,30.23,8.2,2.0,8.7,18,56.49818898776794,13.0
1,2011-05-04,59.0,37.0,48.0,29.0,40.0,17.0,0.0,0.0,29.63,30.37,4.6,3.0,7.6,18,47.51626384056043,22.0
2,2011-05-04,57.0,37.0,47.0,29.0,40.0,18.0,0.0,0.0,29.7,30.37,4.9,3.0,7.3,18,49.337280435516185,20.0
1,2011-05-05,63.0,35.0,49.0,40.0,46.0,16.0,0.0,0.06,29.33,30.12,10.9,20.0,11.5,18,70.96203478298281,28.0
2,2011-05-05,62.0,41.0,51.5,39.0,46.0,13.0,0.0,0.1,29.4,30.13,10.4,19.0,10.9,18,62.19558307701376,21.0
1,2011-05-06,68.0,44.0,56.0,39.0,48.0,9.0,0.0,0.14724466463414634,29.11,29.87,6.8,28.0,7.8,18,52.75252146814352,24.0
2,2011-05-06,69.0,45.0,57.0,39.0,49.0,8.0,0.0,0.0,29.18,29.87,7.9,27.0,9.3,18,50.87909442825337,24.0
1,2011-05-07,60.0,43.0,51.5,44.0,48.0,13.0,0.0,0.14724466463414634,29.13,29.85,5.1,5.0,6.9,18,75.44487556059723,17.0
2,2011-05-07,60.0,46.0,53.0,46.0,50.0,12.0,0.0,0.14724466463414634,29.18,29.84,5.3,5.0,7.9,18,77.03075270695896,14.0
1,2011-05-08,68.0,39.0,53.5,43.0,49.0,11.0,0.0,0.0,29.27,29.98,6.6,6.0,7.2,18,67.46013244860487,29.0
2,2011-05-08,68.0,44.0,56.0,44.0,50.0,9.0,0.0,0.0,29.33,29.97,6.9,6.0,7.8,18,63.99019384935577,24.0
1,2011-05-09,73.0,47.0,60.0,45.0,53.0,5.0,0.0,0.14724466463414634,29.15,29.89,14.3,11.0,14.7,19,57.57755086357302,26.0
2,2011-05-09,74.0,51.0,62.5,46.0,55.0,2.0,0.0,0.14724466463414634,29.21,29.89,15.3,12.0,15.6,19,54.734963059253104,23.0
1,2011-05-10,90.0,62.0,76.0,61.0,66.0,0.0,11.0,0.0,29.0,29.72,6.2,14.0,8.6,19,59.72319979400966,28.0
2,2011-05-10,91.0,64.0,77.5,60.0,66.0,0.0,13.0,0.0,29.06,29.71,7.3,17.0,8.6,19,54.8384243636753,27.0
1,2011-05-11,87.0,63.0,75.0,66.0,68.0,0.0,10.0,0.13,29.1,29.8,3.5,14.0,6.6,19,73.59217615810955,24.0
2,2011-05-11,88.0,67.0,77.5,65.0,69.0,0.0,13.0,0.28,29.16,29.78,4.4,14.0,6.4,19,65.40474974154682,21.0
1,2011-05-12,86.0,58.0,72.0,63.0,66.0,0.0,7.0,0.29,29.08,29.79,5.6,19.0,8.1,19,73.30604125769314,28.0
2,2011-05-12,87.0,63.0,75.0,61.0,66.0,0.0,10.0,0.02,29.13,29.78,4.3,19.0,7.4,19,61.74940279437605,24.0
1,2011-05-13,77.0,47.0,62.0,54.0,56.0,3.0,0.0,0.02,29.0,29.73,10.1,3.0,11.0,19,75.0188691101976,30.0
2,2011-05-13,77.0,47.0,62.0,54.0,57.0,3.0,0.0,0.01,29.07,29.71,10.5,1.0,11.5,19,75.0188691101976,30.0
1,2011-05-14,53.0,45.0,49.0,47.0,48.0,16.0,0.0,0.31,29.01,29.73,16.7,2.0,16.9,19,92.76964670887516,8.0
2,2011-05-14,51.0,46.0,48.5,46.0,47.0,16.0,0.0,0.43,29.05,29.72,17.0,1.0,17.2,19,91.01697738663563,5.0
1,2011-05-15,46.0,41.0,43.5,36.0,41.0,21.0,0.0,0.31,29.15,29.86,21.4,2.0,21.4,19,74.67936187196013,5.0
2,2011-05-15,48.0,42.0,45.0,38.0,42.0,20.0,0.0,0.37,29.19,29.84,18.8,1.0,18.9,19,76.30942873873944,6.0
1,2011-05-16,52.0,37.0,44.5,30.0,40.0,20.0,0.0,0.0,29.28,30.01,13.5,2.0,13.9,20,56.49818898776794,15.0
2,2011-05-16,53.0,40.0,46.5,31.0,40.0,18.0,0.0,0.0,29.34,30.01,13.9,1.0,14.1,20,54.53906831719193,13.0
1,2011-05-17,60.0,40.0,50.0,33.0,43.0,15.0,0.0,0.0,29.21,29.96,12.2,3.0,12.7,20,51.8498399585023,20.0
2,2011-05-17,60.0,40.0,50.0,35.0,44.0,15.0,0.0,0.0,29.27,29.95,13.1,2.0,13.6,20,56.1626043057132,20.0
1,2011-05-18,57.0,49.0,53.0,48.0,49.0,12.0,0.0,0.07,29.16,29.89,6.2,2.0,7.1,20,83.0619660084406,8.0
2,2011-05-18,61.0,50.0,55.5,49.0,51.0,9.0,0.0,0.03,29.21,29.88,6.6,1.0,7.0,20,78.70801711859326,11.0
1,2011-05-19,72.0,49.0,60.5,53.0,56.0,4.0,0.0,0.0,29.29,30.0,3.6,2.0,5.8,20,76.2677068635129,23.0
2,2011-05-19,73.0,50.0,61.5,53.0,55.0,3.0,0.0,0.0,29.36,30.0,3.0,2.0,5.0,20,73.61017195873472,23.0
1,2011-05-20,73.0,50.0,61.5,54.0,57.0,3.0,0.0,0.0,29.3,30.03,5.5,6.0,6.0,20,76.35672149226613,23.0
2,2011-05-20,72.0,50.0,61.0,53.0,56.0,4.0,0.0,0.0,29.36,30.03,5.4,7.0,6.2,20,74.92573641260748,22.0
1,2011-05-21,75.0,50.0,62.5,59.0,62.0,2.0,0.0,0.01,29.13,29.87,7.0,15.0,8.1,20,88.31441122793649,25.0
2,2011-05-21,76.0,51.0,63.5,59.0,62.0,1.0,0.0,0.14724466463414634,29.2,29.87,8.1,15.0,9.0,20,85.26282650148868,25.0
1,2011-05-22,87.0,61.0,74.0,60.0,64.0,0.0,9.0,0.58,28.95,29.7,10.3,19.0,11.4,20,61.62357940507553,26.0
2,2011-05-22,88.0,65.0,76.5,59.0,65.0,0.0,12.0,0.12,29.02,29.69,11.2,18.0,11.6,20,54.69940977805267,23.0
1,2011-05-23,79.0,60.0,69.5,59.0,64.0,0.0,5.0,0.14724466463414634,28.92,29.62,10.0,25.0,11.3,21,69.25907619127013,19.0
2,2011-05-23,80.0,65.0,72.5,59.0,64.0,0.0,8.0,0.14724466463414634,28.98,29.61,11.3,24.0,12.5,21,62.54371924627896,15.0
1,2011-05-24,66.0,47.0,56.5,47.0,51.0,8.0,0.0,0.11,29.15,29.86,12.0,4.0,12.4,21,70.41854327948681,19.0
2,2011-05-24,69.0,48.0,58.5,47.0,53.0,6.0,0.0,0.01,29.21,29.84,11.1,3.0,11.5,21,65.52612987802931,21.0
1,2011-05-25,67.0,47.0,57.0,52.0,53.0,8.0,0.0,2.24,28.92,29.67,10.7,3.0,11.7,21,83.3288601808143,20.0
2,2011-05-25,75.0,49.0,62.0,53.0,55.0,3.0,0.0,1.9,28.97,29.65,7.8,3.0,10.1,21,72.32044209638802,26.0
1,2011-05-26,49.0,43.0,46.0,40.0,43.0,19.0,0.0,1.06,29.15,29.84,17.7,2.0,17.8,21,79.4374510967032,6.0
2,2011-05-26,50.0,43.0,46.5,40.0,43.0,18.0,0.0,0.61,29.19,29.83,18.8,1.0,18.9,21,77.9495605863668,7.0
1,2011-05-27,58.0,40.0,49.0,41.0,46.0,16.0,0.0,0.14724466463414634,29.21,29.93,7.3,5.0,8.7,21,73.76914770505039,18.0
2,2011-05-27,58.0,42.0,50.0,41.0,46.0,15.0,0.0,0.01,29.27,29.94,6.6,4.0,8.0,21,71.06976250052685,16.0
1,2011-05-28,62.0,51.0,56.5,55.0,55.0,8.0,0.0,0.12,29.1,29.83,6.0,18.0,6.7,21,94.7038548000694,11.0
2,2011-05-28,64.0,52.0,58.0,55.0,57.0,7.0,0.0,0.23,29.16,29.83,4.4,18.0,5.8,21,89.71974077829657,12.0
1,2011-05-29,70.0,52.0,61.0,59.0,60.0,4.0,0.0,1.88,29.16,29.86,3.6,11.0,5.7,21,93.12406179437392,18.0
2,2011-05-29,72.0,57.0,64.5,60.0,61.0,0.0,0.0,0.92,29.23,29.86,3.6,11.0,6.6,21,85.32080970418542,15.0
1,2011-05-30,88.0,56.0,72.0,65.0,69.0,0.0,7.0,0.0,29.26,29.97,12.4,20.0,12.8,22,78.62376240366078,32.0
2,2011-05-30,90.0,65.0,77.5,65.0,70.0,0.0,13.0,0.0,29.33,29.96,11.2,19.0,11.6,22,65.40474974154682,25.0
